T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
144,Sri Lanka,2005,Consumer price index: General,58.2514,Break in the time series.;Calculated by the UN Statistics Division from national indices.;Colombo,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.;Colombo,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2015,Consumer price index: General,109.5000,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2016,Consumer price index: General,113.8000,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2017,Consumer price index: General,122.5583,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2018,Consumer price index: General,125.1750,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.;Colombo,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2015,Consumer price index: Food,110.7000,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2016,Consumer price index: Food,114.1000,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2017,Consumer price index: Food,127.0417,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
144,Sri Lanka,2018,Consumer price index: Food,126.7583,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2005,Consumer price index: General,80.7015,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2015,Consumer price index: General,110.9907,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2016,Consumer price index: General,110.7484,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2017,Consumer price index: General,110.9820,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2018,Consumer price index: General,110.7658,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2005,Consumer price index: Food,71.8407,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2015,Consumer price index: Food,107.8193,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2016,Consumer price index: Food,106.2006,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2017,Consumer price index: Food,105.1715,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
275,State of Palestine,2018,Consumer price index: Food,104.4349,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
729,Sudan,1995,Consumer price index: General,8.3166,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
729,Sudan,2005,Consumer price index: General,59.9936,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
729,Sudan,2010,Consumer price index: General,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
729,Sudan,2015,Consumer price index: General,349.8194,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
729,Sudan,2015,Consumer price index: Food,501.4931,Provisional data.;Index base: 2007=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,1995,Consumer price index: General,7.2239,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2005,Consumer price index: General,68.9666,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2015,Consumer price index: General,139.2244,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2016,Consumer price index: General,216.4191,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2017,Consumer price index: General,264.0735,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2018,Consumer price index: General,282.7562,Calculated by the UN Statistics Division from national indices.;Average for 10 months excluding data for May and June.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2015,Consumer price index: Food,141.7609,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2016,Consumer price index: Food,206.7000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2017,Consumer price index: Food,264.7000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
740,Suriname,2018,Consumer price index: Food,289.5093,Calculated by the UN Statistics Division from national indices.;Average for 10 months excluding data for May and June.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,1995,Consumer price index: General,84.2853,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2005,Consumer price index: General,92.7057,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2015,Consumer price index: General,103.5948,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2016,Consumer price index: General,104.6175,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2017,Consumer price index: General,106.4764,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2018,Consumer price index: General,108.5640,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,1995,Consumer price index: Food,86.3064,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2005,Consumer price index: Food,87.1642,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2015,Consumer price index: Food,107.8993,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2016,Consumer price index: Food,109.0370,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2017,Consumer price index: Food,111.3728,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
752,Sweden,2018,Consumer price index: Food,114.0111,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,1995,Consumer price index: General,88.4213,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2005,Consumer price index: General,95.7098,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2010,Consumer price index: General,99.9916,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2015,Consumer price index: General,98.2086,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2016,Consumer price index: General,97.7369,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2017,Consumer price index: General,98.2586,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2018,Consumer price index: General,99.1786,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,1995,Consumer price index: Food,90.3869,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2005,Consumer price index: Food,97.7905,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2015,Consumer price index: Food,97.0817,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2016,Consumer price index: Food,97.4608,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2017,Consumer price index: Food,97.8653,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
756,Switzerland,2018,Consumer price index: Food,99.0889,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
760,Syrian Arab Republic,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
760,Syrian Arab Republic,2015,Consumer price index: General,448.8000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
760,Syrian Arab Republic,2016,Consumer price index: General,662.9000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
760,Syrian Arab Republic,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
760,Syrian Arab Republic,2015,Consumer price index: Food,512.1000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
760,Syrian Arab Republic,2016,Consumer price index: Food,807.3000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2015,Consumer price index: General,140.2414,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2016,Consumer price index: General,148.7109,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2017,Consumer price index: General,159.5387,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2018,Consumer price index: General,165.6544,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2015,Consumer price index: Food,146.7873,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2016,Consumer price index: Food,154.3526,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2017,Consumer price index: Food,168.5994,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
762,Tajikistan,2018,Consumer price index: Food,173.1130,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,1995,Consumer price index: General,62.9072,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2005,Consumer price index: General,86.5708,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2015,Consumer price index: General,110.3498,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2016,Consumer price index: General,110.5557,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2017,Consumer price index: General,111.2883,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2018,Consumer price index: General,112.4690,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2015,Consumer price index: Food,122.9730,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2016,Consumer price index: Food,124.9498,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2017,Consumer price index: Food,124.9498,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
764,Thailand,2018,Consumer price index: Food,125.4560,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
626,Timor-Leste,2005,Consumer price index: General,74.4115,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
626,Timor-Leste,2010,Consumer price index: General,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
626,Timor-Leste,2015,Consumer price index: General,142.7678,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
626,Timor-Leste,2016,Consumer price index: General,140.8568,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
626,Timor-Leste,2017,Consumer price index: General,141.6417,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
626,Timor-Leste,2015,Consumer price index: Food,105.6500,Provisional data.;Index base: December 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
626,Timor-Leste,2016,Consumer price index: Food,103.4583,Provisional data.;Index base: December 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
626,Timor-Leste,2017,Consumer price index: Food,104.3833,Provisional data.;Index base: December 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,1995,Consumer price index: General,65.2382,WAEMU harmonized consumer price index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2005,Consumer price index: General,77.6448,WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2010,Consumer price index: General,100.0000,WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2015,Consumer price index: General,110.3090,WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2016,Consumer price index: General,111.2674,WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2017,Consumer price index: General,110.3827,WAEMU harmonized consumer price index.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2005,Consumer price index: Food,81.4650,Provisional data.;WAEMU harmonized consumer price index.;Calculated by the UN Statistics Division from national indices.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2010,Consumer price index: Food,100.0000,Provisional data.;WAEMU harmonized consumer price index.;Calculated by the UN Statistics Division from national indices.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2015,Consumer price index: Food,106.5635,Provisional data.;WAEMU harmonized consumer price index.;Calculated by the UN Statistics Division from national indices.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2016,Consumer price index: Food,109.9155,Provisional data.;WAEMU harmonized consumer price index.;Calculated by the UN Statistics Division from national indices.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
768,Togo,2017,Consumer price index: Food,105.4029,Provisional data.;WAEMU harmonized consumer price index.;Calculated by the UN Statistics Division from national indices.;For Lome only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,1995,Consumer price index: General,39.5323,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,2005,Consumer price index: General,76.7416,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,2010,Consumer price index: General,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,2015,Consumer price index: General,109.8735,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,2016,Consumer price index: General,112.7062,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,2005,Consumer price index: Food,75.6638,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,2010,Consumer price index: Food,100.0000,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,2015,Consumer price index: Food,116.2941,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
776,Tonga,2016,Consumer price index: Food,117.8376,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,1995,Consumer price index: General,42.1149,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2005,Consumer price index: General,64.5755,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2010,Consumer price index: General,100.0000,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2015,Consumer price index: General,133.6307,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2016,Consumer price index: General,137.7340,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2017,Consumer price index: General,140.3240,Data refer to the Retail Price Index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2005,Consumer price index: Food,39.9096,Provisional data.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2010,Consumer price index: Food,100.0000,Provisional data.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2015,Consumer price index: Food,170.8782,Provisional data.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2016,Consumer price index: Food,183.6395,Provisional data.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
780,Trinidad and Tobago,2017,Consumer price index: Food,189.0083,Provisional data.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,1995,Consumer price index: General,61.1846,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2005,Consumer price index: General,81.5942,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2010,Consumer price index: General,100.0000,Provisional data.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2015,Consumer price index: General,126.7345,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2016,Consumer price index: General,131.4376,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2017,Consumer price index: General,138.4423,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2015,Consumer price index: Food,135.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2016,Consumer price index: Food,138.5000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
788,Tunisia,2017,Consumer price index: Food,146.2000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,1995,Consumer price index: General,1.3037,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2005,Consumer price index: General,65.8530,Provisional data.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2010,Consumer price index: General,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2015,Consumer price index: General,146.0678,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2016,Consumer price index: General,157.4248,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2017,Consumer price index: General,174.9687,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,2018,Consumer price index: General,202.1328,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
792,Turkey,1995,Consumer price index: Food,1.5015,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
